2016-08-26, California, Hawaii, 51, 31, N
2016-09-03, Coastal Carolina, Lamar, 38, 14, @
2016-09-03, Duke, North Carolina Central, 49, 6, vs
2016-09-03, East Carolina, Western Carolina, 52, 7, vs
2016-09-03, Eastern Washington, Washington State, 45, 42, @
2016-09-03, (25) Florida, Massachusetts, 24, 7, vs
2016-09-03, Florida Atlantic, Southern Illinois, 38, 30, vs
2016-09-03, (18) Georgia, (22) North Carolina, 33, 24, N
2016-09-03, Georgia Southern, Savannah State, 54, 0, vs
2016-09-03, Georgia Tech, Boston College, 17, 14, N
2016-09-03, (15) Houston, (3) Oklahoma, 33, 23, N
2016-09-03, Illinois, Murray State, 52, 3, vs
2016-09-03, (17) Iowa, Miami (OH), 45, 21, vs
2016-09-03, Kansas, Rhode Island, 55, 6, vs
2016-09-03, Louisiana-Monroe, Southern, 38, 21, vs
2016-09-03, Maryland, Howard, 52, 13, vs
2016-09-03, Memphis, Southeast Missouri State, 35, 17, vs
2016-09-03, Miami (FL), Florida A&M, 70, 3, vs
2016-09-03, (7) Michigan, Hawaii, 63, 3, vs
2016-09-03, Middle Tennessee State, Alabama A&M, 55, 0, vs
2016-09-03, Navy, Fordham, 52, 16, vs
2016-09-03, Nebraska, Fresno State, 43, 10, vs
2016-09-03, Northern Iowa, Iowa State, 25, 20, @
2016-09-03, (6) Ohio State, Bowling Green, 77, 10, vs
2016-09-03, (21) Oklahoma State, Southeastern Louisiana, 61, 7, vs
2016-09-03, (24) Oregon, California-Davis, 53, 28, vs
2016-09-03, Penn State, Kent State, 33, 13, vs
2016-09-03, Pittsburgh, Villanova, 28, 7, vs
2016-09-03, Purdue, Eastern Kentucky, 45, 24, vs
2016-09-03, Richmond, Virginia, 37, 20, @
2016-09-03, San Diego State, New Hampshire, 31, 0, vs
2016-09-03, South Alabama, Mississippi State, 21, 20, @
2016-09-03, South Florida, Towson, 56, 20, vs
2016-09-03, Southern Methodist, North Texas, 34, 21, @
2016-09-03, Southern Mississippi, Kentucky, 44, 35, @
2016-09-03, Texas A&M, (16) UCLA, 31, 24, vs
2016-09-03, (13) Texas Christian, South Dakota State, 59, 41, vs
2016-09-03, Texas State, Ohio, 56, 54, @
2016-09-03, Texas Tech, Stephen F. Austin, 69, 17, vs
2016-09-03, Texas-El Paso, New Mexico State, 38, 22, vs
2016-09-03, Texas-San Antonio, Alabama State, 26, 13, vs
2016-09-03, Troy, Austin Peay, 57, 17, vs
2016-09-03, Tulsa, San Jose State, 45, 10, vs
2016-09-03, Virginia Tech, Liberty, 36, 13, vs
2016-09-03, (14) Washington, Rutgers, 48, 13, vs
2016-09-03, West Virginia, Missouri, 26, 11, vs
2016-09-03, Western Michigan, Northwestern, 22, 21, @
2016-09-03, Wisconsin, (5) Louisiana State, 16, 14, N
2016-09-03, Wyoming, Northern Illinois, 40, 34, vs
2016-09-04, Old Dominion, Hampton, 54, 21, vs
2016-09-04, Texas, (10) Notre Dame, 50, 47, vs
2016-09-05, (4) Florida State, (11) Mississippi, 45, 34, N
2016-09-09, (13) Louisville, Syracuse, 62, 28, @
2016-09-09, Maryland, Florida International, 41, 14, @
2016-09-10, Air Force, Georgia State, 48, 14, vs
2016-09-10, (1) Alabama, Western Kentucky, 38, 10, vs
2016-09-10, Appalachian State, Old Dominion, 31, 7, vs
2016-09-10, Arizona, Grambling State, 31, 21, vs
2016-09-10, Arizona State, Texas Tech, 68, 55, vs
2016-09-10, Arkansas, (15) Texas Christian, 41, 38, @
2016-09-10, Army, Rice, 31, 14, vs
2016-09-10, Auburn, Arkansas State, 51, 14, vs
2016-09-10, (23) Baylor, Southern Methodist, 40, 13, vs
2016-09-10, Boise State, Washington State, 31, 28, vs
2016-09-10, Boston College, Massachusetts, 26, 7, @
2016-09-10, Bowling Green, North Dakota, 27, 26, vs
2016-09-10, Central Michigan, (22) Oklahoma State, 30, 27, @
2016-09-10, Charlotte, Elon, 47, 14, vs
2016-09-10, Cincinnati, Purdue, 38, 20, @
2016-09-10, (2) Clemson, Troy, 30, 24, vs
2016-09-10, Coastal Carolina, Florida A&M, 49, 10, vs
2016-09-10, Colorado, Idaho State, 56, 7, vs
2016-09-10, Colorado State, Texas-San Antonio, 23, 14, vs
2016-09-10, East Carolina, North Carolina State, 33, 30, vs
2016-09-10, Eastern Illinois, Miami (OH), 21, 17, @
2016-09-10, Florida, Kentucky, 45, 7, vs
2016-09-10, (3) Florida State, Charleston Southern, 52, 8, vs
2016-09-10, Fresno State, Sacramento State, 31, 3, vs
2016-09-10, (9) Georgia, Nicholls State, 26, 24, vs
2016-09-10, Georgia Southern, South Alabama, 24, 9, @
2016-09-10, Georgia Tech, Mercer, 35, 10, vs
2016-09-10, Hawaii, Tennessee-Martin, 41, 36, vs
2016-09-10, (6) Houston, Lamar, 42, 0, vs
2016-09-10, Illinois State, Northwestern, 9, 7, @
2016-09-10, Indiana, Ball State, 30, 20, vs
2016-09-10, (16) Iowa, Iowa State, 42, 3, vs
2016-09-10, Louisiana, McNeese State, 30, 22, vs
2016-09-10, (21) Louisiana State, Jacksonville State, 34, 13, vs
2016-09-10, Louisiana Tech, South Carolina State, 53, 24, vs
2016-09-10, Marshall, Morgan State, 62, 0, vs
2016-09-10, (25) Miami (FL), Florida Atlantic, 38, 10, vs
2016-09-10, (5) Michigan, Central Florida, 51, 14, vs
2016-09-10, Minnesota, Indiana State, 58, 28, vs
2016-09-10, (19) Mississippi, Wofford, 38, 13, vs
2016-09-10, Mississippi State, South Carolina, 27, 14, vs
2016-09-10, Missouri, Eastern Michigan, 61, 21, vs
2016-09-10, Navy, Connecticut, 28, 24, vs
2016-09-10, Nebraska, Wyoming, 52, 17, vs
2016-09-10, New Mexico State, New Mexico, 32, 31, vs
2016-09-10, North Carolina, Illinois, 48, 23, @
2016-09-10, North Carolina A&T, Kent State, 39, 36, @
2016-09-10, North Texas, Bethune-Cookman, 41, 20, vs
2016-09-10, (18) Notre Dame, Nevada, 39, 10, vs
2016-09-10, Ohio, Kansas, 37, 21, @
2016-09-10, (4) Ohio State, Tulsa, 48, 3, vs
2016-09-10, (14) Oklahoma, Louisiana-Monroe, 59, 17, vs
2016-09-10, (24) Oregon, Virginia, 44, 26, vs
2016-09-10, Pittsburgh, Penn State, 42, 39, vs
2016-09-10, Rutgers, Howard, 52, 14, vs
2016-09-10, San Diego State, California, 45, 40, vs
2016-09-10, San Jose State, Portland State, 66, 35, vs
2016-09-10, South Florida, Northern Illinois, 48, 17, vs
2016-09-10, Southern California, Utah State, 45, 7, vs
2016-09-10, Southern Mississippi, Savannah State, 56, 0, vs
2016-09-10, Temple, Stony Brook, 38, 0, vs
2016-09-10, (17) Tennessee, Virginia Tech, 45, 24, N
2016-09-10, (11) Texas, Texas-El Paso, 41, 7, vs
2016-09-10, (20) Texas A&M, Prairie View A&M, 67, 0, vs
2016-09-10, Toledo, Maine, 45, 3, vs
2016-09-10, Tulane, Southern, 66, 21, vs
2016-09-10, UCLA, Nevada-Las Vegas, 42, 21, vs
2016-09-10, Utah, Brigham Young, 20, 19, vs
2016-09-10, Vanderbilt, Middle Tennessee State, 47, 24, vs
2016-09-10, Wake Forest, Duke, 24, 14, @
2016-09-10, (8) Washington, Idaho, 59, 14, vs
2016-09-10, West Virginia, Youngstown State, 38, 21, vs
2016-09-10, Western Michigan, North Carolina Central, 70, 21, vs
2016-09-10, (10) Wisconsin, Akron, 54, 10, vs
2016-09-15, (6) Houston, Cincinnati, 40, 16, @
2016-09-16, Arizona State, Texas-San Antonio, 32, 28, @
2016-09-16, (21) Baylor, Rice, 38, 10, @
2016-09-16, Utah State, Arkansas State, 34, 20, vs
2016-09-17, Akron, Marshall, 65, 38, @
2016-09-17, (1) Alabama, (19) Mississippi, 48, 43, @
2016-09-17, Arizona, Hawaii, 47, 28, vs
2016-09-17, (24) Arkansas, Texas State, 42, 3, vs
2016-09-17, Army, Texas-El Paso, 66, 14, @
2016-09-17, Ball State, Eastern Kentucky, 41, 14, vs
2016-09-17, California, (11) Texas, 50, 43, vs
2016-09-17, Central Michigan, Nevada-Las Vegas, 44, 21, vs
2016-09-17, (5) Clemson, South Carolina State, 59, 0, vs
2016-09-17, Colorado State, Northern Colorado, 47, 21, vs
2016-09-17, Connecticut, Virginia, 13, 10, vs
2016-09-17, Eastern Michigan, Charlotte, 37, 19, @
2016-09-17, (23) Florida, North Texas, 32, 0, vs
2016-09-17, (16) Georgia, Missouri, 28, 27, @
2016-09-17, Georgia Southern, Louisiana-Monroe, 23, 21, vs
2016-09-17, Georgia Tech, Vanderbilt, 38, 7, vs
2016-09-17, Jacksonville State, Coastal Carolina, 27, 26, vs
2016-09-17, Kansas State, Florida Atlantic, 63, 7, vs
2016-09-17, Kent State, Monmouth, 27, 7, vs
2016-09-17, Kentucky, New Mexico State, 62, 42, vs
2016-09-17, Louisiana, South Alabama, 28, 23, vs
2016-09-17, (20) Louisiana State, Mississippi State, 23, 20, vs
2016-09-17, (10) Louisville, (2) Florida State, 63, 20, vs
2016-09-17, Maryland, Central Florida, 30, 24, @
2016-09-17, Massachusetts, Florida International, 21, 13, vs
2016-09-17, Memphis, Kansas, 43, 7, vs
2016-09-17, (25) Miami (FL), Appalachian State, 45, 10, @
2016-09-17, (4) Michigan, Colorado, 45, 28, vs
2016-09-17, (12) Michigan State, (18) Notre Dame, 36, 28, @
2016-09-17, Middle Tennessee State, Bowling Green, 41, 21, @
2016-09-17, Navy, Tulane, 21, 14, @
2016-09-17, Nebraska, (22) Oregon, 35, 32, vs
2016-09-17, Nevada, Buffalo, 38, 14, vs
2016-09-17, North Carolina, James Madison, 56, 28, vs
2016-09-17, North Carolina State, Old Dominion, 49, 22, vs
2016-09-17, North Dakota State, (13) Iowa, 23, 21, @
2016-09-17, Northwestern, Duke, 24, 13, vs
2016-09-17, (3) Ohio State, (14) Oklahoma, 45, 24, @
2016-09-17, Oklahoma State, Pittsburgh, 45, 38, vs
2016-09-17, Oregon State, Idaho State, 37, 7, vs
2016-09-17, Penn State, Temple, 34, 27, vs
2016-09-17, Rutgers, New Mexico, 37, 28, vs
2016-09-17, San Diego State, Northern Illinois, 42, 28, @
2016-09-17, South Carolina, East Carolina, 20, 15, vs
2016-09-17, South Florida, Syracuse, 45, 20, @
2016-09-17, Southern Methodist, Liberty, 29, 14, vs
2016-09-17, (7) Stanford, Southern California, 27, 10, vs
2016-09-17, (15) Tennessee, Ohio, 28, 19, vs
2016-09-17, (17) Texas A&M, Auburn, 29, 16, @
2016-09-17, Texas Christian, Iowa State, 41, 20, vs
2016-09-17, Texas Tech, Louisiana Tech, 59, 45, vs
2016-09-17, Toledo, Fresno State, 52, 17, vs
2016-09-17, Troy, Southern Mississippi, 37, 31, @
2016-09-17, Tulsa, North Carolina A&T, 58, 21, vs
2016-09-17, UCLA, Brigham Young, 17, 14, @
2016-09-17, Utah, San Jose State, 34, 17, @
2016-09-17, Virginia Tech, Boston College, 49, 0, vs
2016-09-17, Wake Forest, Delaware, 38, 21, vs
2016-09-17, (8) Washington, Portland State, 41, 3, vs
2016-09-17, Washington State, Idaho, 56, 6, vs
2016-09-17, Western Kentucky, Miami (OH), 31, 24, @
2016-09-17, Western Michigan, Illinois, 34, 10, @
2016-09-17, (9) Wisconsin, Georgia State, 23, 17, vs
2016-09-17, Wyoming, California-Davis, 45, 22, vs
2016-09-22, (5) Clemson, Georgia Tech, 26, 7, @
2016-09-23, Eastern Michigan, Wyoming, 27, 24, vs
2016-09-23, Texas Christian, Southern Methodist, 33, 3, @
2016-09-23, (24) Utah, Southern California, 31, 27, vs
2016-09-24, Air Force, Utah State, 27, 20, @
2016-09-24, (1) Alabama, Kent State, 48, 0, vs
2016-09-24, Appalachian State, Akron, 45, 38, @
2016-09-24, Arizona State, California, 51, 41, vs
2016-09-24, Auburn, (18) Louisiana State, 18, 13, vs
2016-09-24, Ball State, Florida Atlantic, 31, 27, @
2016-09-24, (16) Baylor, Oklahoma State, 35, 24, vs
2016-09-24, Boise State, Oregon State, 38, 24, @
2016-09-24, Boston College, Wagner, 42, 10, vs
2016-09-24, Buffalo, Army, 23, 20, vs
2016-09-24, Central Arkansas, Arkansas State, 28, 23, @
2016-09-24, Central Florida, Florida International, 53, 14, @
2016-09-24, Cincinnati, Miami (OH), 27, 20, vs
2016-09-24, Coastal Carolina, Furman, 41, 21, vs
2016-09-24, Colorado, Oregon, 41, 38, @
2016-09-24, Duke, Notre Dame, 38, 35, @
2016-09-24, (13) Florida State, South Florida, 55, 35, @
2016-09-24, (6) Houston, Texas State, 64, 3, @
2016-09-24, Idaho, Nevada-Las Vegas, 33, 30, @
2016-09-24, Iowa, Rutgers, 14, 7, @
2016-09-24, Iowa State, San Jose State, 44, 10, vs
2016-09-24, Kansas State, Missouri State, 35, 0, vs
2016-09-24, Kentucky, South Carolina, 17, 10, vs
2016-09-24, (3) Louisville, Marshall, 59, 28, @
2016-09-24, Memphis, Bowling Green, 77, 3, vs
2016-09-24, (4) Michigan, Penn State, 49, 10, vs
2016-09-24, Middle Tennessee State, Louisiana Tech, 38, 34, vs
2016-09-24, Minnesota, Colorado State, 31, 24, vs
2016-09-24, (23) Mississippi, (12) Georgia, 45, 14, vs
2016-09-24, Mississippi State, Massachusetts, 47, 35, @
2016-09-24, Missouri, Delaware State, 79, 0, vs
2016-09-24, (20) Nebraska, Northwestern, 24, 13, @
2016-09-24, North Carolina, Pittsburgh, 37, 36, vs
2016-09-24, North Texas, Rice, 42, 35, @
2016-09-24, Ohio, Gardner-Webb, 37, 21, vs
2016-09-24, Old Dominion, Texas-San Antonio, 33, 19, vs
2016-09-24, Purdue, Nevada, 24, 14, vs
2016-09-24, South Alabama, Nicholls State, 41, 40, vs
2016-09-24, Southern Mississippi, Texas-El Paso, 34, 7, @
2016-09-24, (7) Stanford, UCLA, 22, 13, @
2016-09-24, Syracuse, Connecticut, 31, 24, @
2016-09-24, Temple, Charlotte, 48, 20, vs
2016-09-24, (14) Tennessee, (19) Florida, 38, 28, vs
2016-09-24, (10) Texas A&M, (17) Arkansas, 45, 24, N
2016-09-24, Troy, New Mexico State, 52, 6, vs
2016-09-24, Tulane, Louisiana, 41, 39, vs
2016-09-24, Tulsa, Fresno State, 48, 41, @
2016-09-24, Vanderbilt, Western Kentucky, 31, 30, @
2016-09-24, Virginia, Central Michigan, 49, 35, vs
2016-09-24, Virginia Tech, East Carolina, 54, 17, vs
2016-09-24, Wake Forest, Indiana, 33, 28, @
2016-09-24, (9) Washington, Arizona, 35, 28, @
2016-09-24, West Virginia, Brigham Young, 35, 32, N
2016-09-24, Western Illinois, Northern Illinois, 28, 23, @
2016-09-24, Western Michigan, Georgia Southern, 49, 31, vs
2016-09-24, (11) Wisconsin, (8) Michigan State, 30, 6, @
2016-09-29, (6) Houston, Connecticut, 42, 14, vs
2016-09-29, Texas Tech, Kansas, 55, 19, vs
2016-09-30, Brigham Young, Toledo, 55, 53, vs
2016-09-30, (10) Washington, (7) Stanford, 44, 6, vs
2016-10-01, Air Force, Navy, 28, 14, vs
2016-10-01, Akron, Kent State, 31, 27, @
2016-10-01, (1) Alabama, Kentucky, 34, 6, vs
2016-10-01, Appalachian State, Georgia State, 17, 3, vs
2016-10-01, (20) Arkansas, Alcorn State, 52, 10, vs
2016-10-01, Auburn, Louisiana-Monroe, 58, 7, vs
2016-10-01, (13) Baylor, Iowa State, 45, 42, @
2016-10-01, (24) Boise State, Utah State, 21, 10, vs
2016-10-01, Boston College, Buffalo, 35, 3, vs
2016-10-01, California, (18) Utah, 28, 23, vs
2016-10-01, Central Florida, East Carolina, 47, 29, @
2016-10-01, Charleston Southern, Coastal Carolina, 59, 58, @
2016-10-01, (5) Clemson, (3) Louisville, 42, 36, vs
2016-10-01, Colorado, Oregon State, 47, 6, vs
2016-10-01, Eastern Michigan, Bowling Green, 28, 25, @
2016-10-01, (23) Florida, Vanderbilt, 13, 6, @
2016-10-01, Florida International, Florida Atlantic, 33, 31, vs
2016-10-01, Hawaii, Nevada, 38, 17, vs
2016-10-01, Indiana, (17) Michigan State, 24, 21, vs
2016-10-01, Louisiana State, Missouri, 42, 7, vs
2016-10-01, Louisiana Tech, Texas-El Paso, 28, 7, vs
2016-10-01, Maryland, Purdue, 50, 7, vs
2016-10-01, (14) Miami (FL), Georgia Tech, 35, 21, @
2016-10-01, (4) Michigan, (8) Wisconsin, 14, 7, vs
2016-10-01, Middle Tennessee State, North Texas, 30, 13, @
2016-10-01, (16) Mississippi, Memphis, 48, 28, vs
2016-10-01, (15) Nebraska, Illinois, 31, 16, vs
2016-10-01, Nevada-Las Vegas, Fresno State, 45, 20, vs
2016-10-01, New Mexico, San Jose State, 48, 41, vs
2016-10-01, New Mexico State, Louisiana, 37, 31, vs
2016-10-01, North Carolina, (12) Florida State, 37, 35, @
2016-10-01, North Carolina State, Wake Forest, 33, 16, vs
2016-10-01, Northern Illinois, Ball State, 31, 24, @
2016-10-01, Northwestern, Iowa, 38, 31, @
2016-10-01, Notre Dame, Syracuse, 50, 33, N
2016-10-01, Ohio, Miami (OH), 17, 7, @
2016-10-01, (2) Ohio State, Rutgers, 58, 0, vs
2016-10-01, Oklahoma, (21) Texas Christian, 52, 46, @
2016-10-01, Oklahoma State, (22) Texas, 49, 31, vs
2016-10-01, Old Dominion, Charlotte, 52, 17, @
2016-10-01, Penn State, Minnesota, 29, 26, vs
2016-10-01, Pittsburgh, Marshall, 43, 27, vs
2016-10-01, South Alabama, (19) San Diego State, 42, 24, vs
2016-10-01, South Florida, Cincinnati, 45, 20, @
2016-10-01, Southern California, Arizona State, 41, 20, vs
2016-10-01, Southern Mississippi, Rice, 44, 28, vs
2016-10-01, Temple, Southern Methodist, 45, 20, vs
2016-10-01, (11) Tennessee, (25) Georgia, 34, 31, @
2016-10-01, (9) Texas A&M, South Carolina, 24, 13, @
2016-10-01, Texas State, Incarnate Word, 48, 17, vs
2016-10-01, Troy, Idaho, 34, 13, @
2016-10-01, Tulane, Massachusetts, 31, 24, @
2016-10-01, UCLA, Arizona, 45, 24, vs
2016-10-01, Virginia, Duke, 34, 20, @
2016-10-01, Washington State, Oregon, 51, 33, vs
2016-10-01, West Virginia, Kansas State, 17, 16, vs
2016-10-01, Western Kentucky, Houston Baptist, 50, 3, vs
2016-10-01, Western Michigan, Central Michigan, 49, 10, @
2016-10-01, Wyoming, Colorado State, 38, 17, @
2016-10-05, Arkansas State, Georgia Southern, 27, 26, vs
2016-10-06, Louisiana Tech, Western Kentucky, 55, 52, vs
2016-10-06, Memphis, Temple, 34, 27, vs
2016-10-07, (19) Boise State, New Mexico, 49, 21, @
2016-10-07, (3) Clemson, Boston College, 56, 10, @
2016-10-07, Old Dominion, Massachusetts, 36, 16, vs
2016-10-07, Tulsa, Southern Methodist, 43, 40, vs
2016-10-08, Akron, Miami (OH), 35, 13, vs
2016-10-08, (1) Alabama, (16) Arkansas, 49, 30, @
2016-10-08, Arizona State, UCLA, 23, 20, vs
2016-10-08, Auburn, Mississippi State, 38, 14, @
2016-10-08, Brigham Young, Michigan State, 31, 14, @
2016-10-08, Central Michigan, Ball State, 24, 21, vs
2016-10-08, Colorado State, Utah State, 31, 24, vs
2016-10-08, Connecticut, Cincinnati, 20, 9, vs
2016-10-08, Duke, Army, 13, 6, vs
2016-10-08, Florida International, Texas-El Paso, 35, 21, @
2016-10-08, (23) Florida State, (10) Miami (FL), 20, 19, @
2016-10-08, Georgia State, Texas State, 41, 21, vs
2016-10-08, Hawaii, San Jose State, 34, 17, @
2016-10-08, Idaho, Louisiana-Monroe, 34, 31, @
2016-10-08, Iowa, Minnesota, 14, 7, @
2016-10-08, Kansas State, Texas Tech, 44, 38, vs
2016-10-08, Kent State, Buffalo, 44, 20, @
2016-10-08, Kentucky, Vanderbilt, 20, 13, vs
2016-10-08, (4) Michigan, Rutgers, 78, 0, @
2016-10-08, Navy, (6) Houston, 46, 40, vs
2016-10-08, Nevada, Fresno State, 27, 22, vs
2016-10-08, North Carolina State, Notre Dame, 10, 3, vs
2016-10-08, North Texas, Marshall, 38, 21, vs
2016-10-08, Ohio, Bowling Green, 30, 24, vs
2016-10-08, (2) Ohio State, Indiana, 38, 17, vs
2016-10-08, (20) Oklahoma, Texas, 45, 40, N
2016-10-08, Oklahoma State, Iowa State, 38, 31, vs
2016-10-08, Oregon State, California, 47, 44, vs
2016-10-08, Penn State, Maryland, 38, 14, vs
2016-10-08, Pittsburgh, Georgia Tech, 37, 34, vs
2016-10-08, Purdue, Illinois, 34, 31, @
2016-10-08, San Diego State, Nevada-Las Vegas, 26, 7, vs
2016-10-08, South Florida, East Carolina, 38, 22, vs
2016-10-08, Southern California, (21) Colorado, 21, 17, vs
2016-10-08, (8) Texas A&M, (9) Tennessee, 45, 38, vs
2016-10-08, Texas Christian, Kansas, 24, 23, @
2016-10-08, Texas-San Antonio, Southern Mississippi, 55, 32, vs
2016-10-08, Toledo, Eastern Michigan, 35, 20, @
2016-10-08, (24) Utah, Arizona, 36, 23, vs
2016-10-08, (25) Virginia Tech, (17) North Carolina, 34, 3, @
2016-10-08, Wake Forest, Syracuse, 28, 9, vs
2016-10-08, (5) Washington, Oregon, 70, 21, @
2016-10-08, Washington State, (15) Stanford, 42, 16, @
2016-10-08, Western Michigan, Northern Illinois, 45, 30, vs
2016-10-08, Wyoming, Air Force, 35, 26, vs
2016-10-09, Charlotte, Florida Atlantic, 28, 23, @
2016-10-09, Georgia, South Carolina, 28, 14, @
2016-10-12, Appalachian State, Louisiana, 24, 0, @
2016-10-14, Brigham Young, Mississippi State, 28, 21, vs
2016-10-14, (7) Louisville, Duke, 24, 14, vs
2016-10-14, Memphis, Tulane, 24, 14, @
2016-10-14, San Diego State, Fresno State, 17, 3, @
2016-10-15, (1) Alabama, (9) Tennessee, 49, 10, @
2016-10-15, (22) Arkansas, (12) Mississippi, 34, 30, vs
2016-10-15, Arkansas State, South Alabama, 17, 7, vs
2016-10-15, Army, Lafayette, 62, 7, vs
2016-10-15, Ball State, Buffalo, 31, 21, @
2016-10-15, (11) Baylor, Kansas, 49, 7, vs
2016-10-15, (15) Boise State, Colorado State, 28, 23, vs
2016-10-15, Central Michigan, Northern Illinois, 34, 28, @
2016-10-15, (3) Clemson, North Carolina State, 24, 17, vs
2016-10-15, Coastal Carolina, Gardner-Webb, 17, 7, @
2016-10-15, Colorado, Arizona State, 40, 16, vs
2016-10-15, Eastern Michigan, Ohio, 27, 20, @
2016-10-15, (18) Florida, Missouri, 40, 14, vs
2016-10-15, Florida International, Charlotte, 27, 26, @
2016-10-15, (14) Florida State, Wake Forest, 17, 6, vs
2016-10-15, Georgia Tech, Georgia Southern, 35, 24, vs
2016-10-15, (13) Houston, Tulsa, 38, 31, vs
2016-10-15, Idaho, New Mexico State, 55, 23, vs
2016-10-15, Illinois, Rutgers, 24, 7, @
2016-10-15, Iowa, Purdue, 49, 35, @
2016-10-15, Louisiana State, Southern Mississippi, 45, 10, vs
2016-10-15, Louisiana Tech, Massachusetts, 56, 28, @
2016-10-15, Louisiana-Monroe, Texas State, 40, 34, vs
2016-10-15, Marshall, Florida Atlantic, 27, 21, vs
2016-10-15, Miami (OH), Kent State, 18, 14, vs
2016-10-15, Minnesota, Maryland, 31, 10, @
2016-10-15, (10) Nebraska, Indiana, 27, 22, @
2016-10-15, Nevada-Las Vegas, Hawaii, 41, 38, @
2016-10-15, New Mexico, Air Force, 45, 40, N
2016-10-15, North Carolina, (16) Miami (FL), 20, 13, @
2016-10-15, Northwestern, Michigan State, 54, 40, @
2016-10-15, (2) Ohio State, (8) Wisconsin, 30, 23, @
2016-10-15, (19) Oklahoma, Kansas State, 38, 17, vs
2016-10-15, Pittsburgh, Virginia, 45, 31, @
2016-10-15, San Jose State, Nevada, 14, 10, vs
2016-10-15, South Florida, Connecticut, 42, 27, vs
2016-10-15, Southern California, Arizona, 48, 14, @
2016-10-15, Stanford, Notre Dame, 17, 10, @
2016-10-15, Syracuse, (17) Virginia Tech, 31, 17, vs
2016-10-15, Temple, Central Florida, 26, 25, @
2016-10-15, Texas, Iowa State, 27, 6, vs
2016-10-15, Texas-San Antonio, Rice, 14, 13, @
2016-10-15, Toledo, Bowling Green, 42, 35, vs
2016-10-15, Troy, Georgia State, 31, 21, vs
2016-10-15, (21) Utah, Oregon State, 19, 14, @
2016-10-15, Vanderbilt, Georgia, 17, 16, @
2016-10-15, Washington State, UCLA, 27, 21, vs
2016-10-15, (20) West Virginia, Texas Tech, 48, 17, @
2016-10-15, Western Kentucky, Middle Tennessee State, 44, 43, @
2016-10-15, (24) Western Michigan, Akron, 41, 0, @
2016-10-20, (14) Boise State, Brigham Young, 28, 27, vs
2016-10-20, Troy, South Alabama, 28, 21, @
2016-10-20, Virginia Tech, Miami (FL), 37, 16, vs
2016-10-21, California, Oregon, 52, 49, vs
2016-10-21, San Diego State, San Jose State, 42, 3, vs
2016-10-21, Temple, South Florida, 46, 30, vs
2016-10-22, Akron, Ball State, 35, 25, @
2016-10-22, (1) Alabama, (6) Texas A&M, 33, 14, vs
2016-10-22, Appalachian State, Idaho, 37, 19, vs
2016-10-22, (21) Auburn, (17) Arkansas, 56, 3, vs
2016-10-22, Central Florida, Connecticut, 24, 16, @
2016-10-22, Charlotte, Marshall, 27, 24, @
2016-10-22, Cincinnati, East Carolina, 31, 19, vs
2016-10-22, Colorado, Stanford, 10, 5, @
2016-10-22, Colorado State, Nevada-Las Vegas, 42, 23, @
2016-10-22, Georgia Southern, New Mexico State, 22, 19, @
2016-10-22, Georgia State, Tennessee-Martin, 31, 6, vs
2016-10-22, Hawaii, Air Force, 34, 27, @
