1945-09-08, College All-Stars, Great Lakes Navy, 35, 0, @
1945-09-28, Maxwell Field, Auburn, 7, 0, vs
1945-09-28, Saint Louis, Truman State, 96, 6, vs
1945-09-28, Saint Mary's (CA), Nevada, 39, 0, @
1945-09-28, Temple, Syracuse, 7, 6, vs
1945-09-29, Alabama, Keesler Field, 21, 0, @
1945-09-29, Army, Louisville Field, 32, 0, vs
1945-09-29, Boston College, Squantum NAS, 13, 0, vs
1945-09-29, Camp Beale, Oregon State, 14, 14, @
1945-09-29, Coast Guard, Scranton, 0, 0, @
1945-09-29, Colgate, Rochester, 48, 0, vs
1945-09-29, Colorado, Colorado College, 13, 0, @
1945-09-29, Colorado State, Northern Colorado, 33, 0, @
1945-09-29, Columbia, Lafayette, 40, 14, vs
1945-09-29, Cornell, Bucknell, 19, 8, vs
1945-09-29, Corpus Christi NAS, Southern Methodist, 22, 7, vs
1945-09-29, Drake, Kearney Field, 40, 13, vs
1945-09-29, Duke, Bogue Field, 76, 0, vs
1945-09-29, Florida, Mississippi, 26, 13, vs
1945-09-29, Georgia, Clemson, 20, 0, vs
1945-09-29, Georgia Tech, North Carolina, 20, 14, @
1945-09-29, Holy Cross, Dartmouth, 13, 6, @
1945-09-29, Indiana, Northwestern, 7, 7, @
1945-09-29, Iowa, Berg Field, 14, 13, vs
1945-09-29, Iowa State, Northern Iowa, 48, 13, vs
1945-09-29, Kansas State, Wichita State, 13, 6, vs
1945-09-29, Kentucky, Cincinnati, 13, 7, vs
1945-09-29, Louisiana State, Rice, 42, 0, vs
1945-09-29, Merchant Marine, Rensselaer, 26, 19, vs
1945-09-29, Miami (FL), Chattanooga, 27, 7, @
1945-09-29, Michigan, Michigan State, 40, 0, vs
1945-09-29, Mississippi State, Louisiana, 31, 0, vs
1945-09-29, Navy, Villanova, 49, 0, vs
1945-09-29, Nevada, Utah, 33, 14, @
1945-09-29, New Mexico, Lubbock Field, 39, 0, vs
1945-09-29, Notre Dame, Illinois, 7, 0, vs
1945-09-29, Ohio State, Missouri, 47, 6, @
1945-09-29, Oklahoma, Nebraska, 20, 0, @
1945-09-29, Oklahoma State, Arkansas, 19, 14, @
1945-09-29, Penn State, Muhlenberg, 47, 7, vs
1945-09-29, Pennsylvania, Brown, 50, 0, vs
1945-09-29, Pittsburgh, West Virginia, 20, 0, vs
1945-09-29, Purdue, Great Lakes Navy, 20, 6, @
1945-09-29, South Carolina, Presbyterian, 40, 0, vs
1945-09-29, Southern California, California, 13, 2, @
1945-09-29, Tennessee, Wake Forest, 7, 6, vs
1945-09-29, Texas, Southwestern (TX), 46, 0, vs
1945-09-29, Texas A&M, Texas Tech, 16, 6, N
1945-09-29, Texas Christian, Baylor, 7, 6, @
1945-09-29, Tulsa, West Texas State, 32, 0, vs
1945-09-29, UCLA, San Diego Navy, 20, 14, vs
1945-09-29, Utah State, Idaho Marines, 45, 0, vs
1945-09-29, Vanderbilt, Tennessee Tech, 12, 0, vs
1945-09-29, Virginia, North Carolina State, 26, 6, N
1945-09-29, Virginia Military Institute, Richmond, 40, 6, @
1945-09-29, Washington, Oregon, 20, 6, vs
1945-09-29, Washington State, Idaho, 43, 12, @
1945-09-29, William & Mary, Catawba College, 19, 6, vs
1945-09-29, Wisconsin, Marquette, 40, 13, vs
1945-09-29, Yale, Tufts, 27, 7, vs
1945-10-05, Chattanooga, Tennessee Tech, 20, 7, vs
1945-10-05, Detroit Mercy, Scranton, 42, 0, vs
1945-10-05, Georgia, Miami (FL), 27, 21, @
1945-10-05, Temple, New York University, 59, 0, @
1945-10-05, UCLA, Pacific, 50, 0, vs
1945-10-06, Alabama, Louisiana State, 26, 7, @
1945-10-06, Arkansas, Texas Christian, 27, 14, vs
1945-10-06, Army, Wake Forest, 54, 0, vs
1945-10-06, Brown, Boston College, 51, 6, vs
1945-10-06, California, Washington, 27, 14, vs
1945-10-06, Clemson, North Carolina State, 13, 0, @
1945-10-06, Colorado, Utah, 18, 13, vs
1945-10-06, Colorado College, Herington Field, 43, 6, vs
1945-10-06, Columbia, Syracuse, 32, 0, vs
1945-10-06, Cornell, New London Submarine Base, 39, 0, vs
1945-10-06, Florida, Tulane, 6, 6, @
1945-10-06, Fort Benning, Great Lakes Navy, 21, 12, @
1945-10-06, Fort Warren, Colorado State, 61, 6, vs
1945-10-06, Holy Cross, Yale, 21, 0, @
1945-10-06, Indiana, Illinois, 6, 0, @
1945-10-06, Iowa State, Kansas, 13, 13, @
1945-10-06, Lafayette, Princeton, 7, 7, @
1945-10-06, Maryland, Richmond, 21, 0, @
1945-10-06, Merchant Marine, Ursinus, 12, 0, vs
1945-10-06, Michigan, Northwestern, 20, 7, @
1945-10-06, Michigan State, Kentucky, 7, 6, vs
1945-10-06, Minnesota, Nebraska, 61, 7, @
1945-10-06, Mississippi, Vanderbilt, 14, 7, @
1945-10-06, Mississippi State, Auburn, 20, 0, @
1945-10-06, Missouri, Southern Methodist, 10, 7, @
1945-10-06, Navy, Duke, 21, 0, @
1945-10-06, New Mexico, West Texas State, 13, 0, @
1945-10-06, North Carolina, Virginia Tech, 14, 0, @
1945-10-06, Notre Dame, Georgia Tech, 40, 7, @
1945-10-06, Ohio State, Iowa, 42, 0, vs
1945-10-06, Oklahoma State, Denver, 31, 7, @
1945-10-06, Olathe Navy, Kansas State, 34, 12, @
1945-10-06, Oregon, Idaho, 33, 7, vs
1945-10-06, Penn State, Colgate, 27, 7, vs
1945-10-06, Pennsylvania, Dartmouth, 12, 0, vs
1945-10-06, Pittsburgh, Bucknell, 38, 0, vs
1945-10-06, Purdue, Wisconsin, 13, 7, @
1945-10-06, Saint Louis, Missouri-Rolla, 32, 0, vs
1945-10-06, South Carolina, Camp Blanding, 20, 6, vs
1945-10-06, Southern California, Saint Mary's (CA) Pre-Flight, 26, 14, vs
1945-10-06, Southwestern (TX), Rice, 13, 7, @
1945-10-06, Tennessee, William & Mary, 48, 13, vs
1945-10-06, Texas, Texas Tech, 33, 0, vs
1945-10-06, Texas A&M, Oklahoma, 19, 14, @
1945-10-06, Tufts, Harvard, 7, 6, @
1945-10-06, Tulsa, Drake, 19, 0, vs
1945-10-06, Villanova, Marquette, 6, 0, N
1945-10-06, Virginia, Virginia Military Institute, 40, 7, N
1945-10-06, Washburn, Wichita State, 14, 0, vs
1945-10-06, Washington State, Oregon State, 33, 0, vs
1945-10-06, West Virginia, Drexel, 42, 0, vs
1945-10-12, Boston College, New York University, 28, 0, vs
1945-10-12, Denver, Utah, 21, 7, vs
1945-10-12, Fort Bragg, Presbyterian, 39, 0, vs
1945-10-12, Kansas, Washburn, 34, 0, vs
1945-10-12, Miami (FL), Saint Louis, 21, 0, vs
1945-10-12, (14) Oklahoma State, Southern Methodist, 26, 12, vs
1945-10-12, Syracuse, West Virginia, 12, 0, vs
1945-10-13, (7) Alabama, South Carolina, 55, 0, vs
1945-10-13, Amarillo Field, West Texas State, 21, 12, vs
1945-10-13, (1) Army, (9) Michigan, 28, 7, vs
1945-10-13, Baylor, Arkansas, 23, 13, vs
1945-10-13, Clemson, Pensacola NAS, 7, 6, vs
1945-10-13, Colgate, Lafayette, 47, 0, vs
1945-10-13, Colorado, Colorado State, 21, 6, @
1945-10-13, Columbia, Yale, 27, 13, vs
1945-10-13, Drake, South Dakota State, 34, 0, vs
1945-10-13, (13) Duke, Wake Forest, 26, 19, @
1945-10-13, Farragut Navy, Idaho, 18, 7, @
1945-10-13, Georgia, Kentucky, 48, 6, @
1945-10-13, Georgia Tech, Samford, 43, 0, vs
1945-10-13, Harvard, Rochester, 21, 13, vs
1945-10-13, (12) Holy Cross, Villanova, 26, 7, vs
1945-10-13, (8) Indiana, Nebraska, 54, 14, vs
1945-10-13, Louisiana State, (17) Texas A&M, 31, 12, vs
1945-10-13, Marquette, Kansas State, 55, 13, vs
1945-10-13, Maryland, Merchant Marine, 22, 6, vs
1945-10-13, Michigan State, Pittsburgh, 12, 7, @
1945-10-13, (5) Minnesota, Fort Warren, 14, 0, vs
1945-10-13, Mississippi, Louisiana Tech, 26, 21, vs
1945-10-13, (20) Mississippi State, Detroit Mercy, 41, 6, vs
1945-10-13, Missouri, Iowa State, 13, 7, @
1945-10-13, (2) Navy, Penn State, 28, 0, vs
1945-10-13, New Mexico, Colorado College, 6, 4, @
1945-10-13, (3) Notre Dame, Dartmouth, 34, 0, vs
1945-10-13, (4) Ohio State, Wisconsin, 12, 0, vs
1945-10-13, Oregon State, Oregon, 19, 6, vs
1945-10-13, (11) Pennsylvania, North Carolina, 49, 0, vs
1945-10-13, (15) Purdue, Iowa, 40, 0, vs
1945-10-13, Rensselaer, Coast Guard, 18, 7, vs
1945-10-13, Rice, Tulane, 13, 7, vs
1945-10-13, (19) Saint Mary's (CA), Pacific, 61, 0, N
1945-10-13, San Diego Navy, (6) Southern California, 33, 6, vs
1945-10-13, Temple, Bucknell, 64, 0, vs
1945-10-13, (18) Tennessee, Chattanooga, 30, 0, vs
1945-10-13, (10) Texas, Oklahoma, 12, 7, N
1945-10-13, (16) Tulsa, Texas Tech, 18, 7, @
1945-10-13, UCLA, California, 13, 0, vs
1945-10-13, Utah State, Montana, 44, 13, vs
1945-10-13, Vanderbilt, Florida, 7, 0, @
1945-10-13, Virginia Military Institute, North Carolina State, 21, 14, @
1945-10-13, Washington, Washington State, 6, 0, vs
1945-10-13, Wichita State, Central Missouri State, 25, 0, vs
1945-10-13, William & Mary, Virginia Tech, 38, 0, N
1945-10-19, Chattanooga, Samford, 47, 7, vs
1945-10-19, Miami (FL), Florida, 7, 6, vs
1945-10-19, Saint Mary's (CA) Pre-Flight, UCLA, 13, 6, @
1945-10-19, Temple, West Virginia, 28, 12, vs
1945-10-19, Wichita State, Fort Riley, 38, 13, vs
1945-10-20, (6) Alabama, Tennessee, 25, 7, vs
1945-10-20, (1) Army, Melville PT Boats, 55, 13, vs
1945-10-20, Auburn, Tulane, 20, 14, @
1945-10-20, Baylor, Texas Tech, 7, 7, @
1945-10-20, Colorado, Colorado College, 31, 0, vs
1945-10-20, (17) Columbia, Colgate, 31, 7, vs
1945-10-20, Denver, Drake, 19, 19, @
1945-10-20, Great Lakes Navy, Marquette, 37, 27, @
1945-10-20, (19) Holy Cross, Brown, 25, 0, @
1945-10-20, Idaho, Montana, 46, 0, vs
1945-10-20, Illinois, Wisconsin, 7, 7, @
1945-10-20, (8) Indiana, Iowa, 52, 20, @
1945-10-20, Iowa State, Nebraska, 27, 7, vs
1945-10-20, Louisiana State, (12) Georgia, 32, 0, @
1945-10-20, Merchant Marine, Lafayette, 26, 7, @
1945-10-20, Michigan State, Wayne State, 27, 7, vs
1945-10-20, (5) Minnesota, Northwestern, 30, 7, vs
1945-10-20, (20) Mississippi State, Maxwell Field, 16, 6, vs
1945-10-20, Missouri, Kansas State, 41, 7, vs
1945-10-20, (2) Navy, Georgia Tech, 20, 6, vs
1945-10-20, New London Submarine Base, Harvard, 18, 7, @
1945-10-20, New York University, City College of New York, 47, 0, vs
1945-10-20, North Carolina, Cherry Point Marines, 20, 14, vs
1945-10-20, (3) Notre Dame, Pittsburgh, 39, 9, @
1945-10-20, Oklahoma, Kansas, 39, 7, vs
1945-10-20, (15) Oklahoma State, Utah, 46, 6, @
1945-10-20, Oregon, Washington State, 26, 13, vs
1945-10-20, Penn State, Bucknell, 46, 7, @
1945-10-20, Princeton, Cornell, 14, 6, @
1945-10-20, (9) Purdue, (4) Ohio State, 35, 13, @
1945-10-20, Richmond, Guilford, 40, 0, @
1945-10-20, Saint Louis, Illinois Wesleyan, 27, 0, vs
1945-10-20, (14) Southern California, Pacific, 52, 0, vs
1945-10-20, Southern Methodist, Rice, 21, 18, vs
1945-10-20, (10) Texas, Arkansas, 34, 7, @
1945-10-20, Texas Christian, Texas A&M, 13, 12, vs
1945-10-20, (18) Tulsa, Nevada, 40, 0, vs
1945-10-20, Utah State, Colorado State, 13, 0, vs
1945-10-20, Vanderbilt, Kentucky, 19, 6, vs
1945-10-20, Virginia Tech, Maryland, 21, 13, vs
1945-10-20, Wake Forest, North Carolina State, 19, 18, @
1945-10-20, Washington, Oregon State, 13, 0, @
1945-10-20, William & Mary, Virginia Military Institute, 13, 9, @
1945-10-21, (11) Saint Mary's (CA), McClellan Field, 58, 0, vs
1945-10-21, Villanova, Detroit Mercy, 14, 0, vs
1945-10-25, Clemson, South Carolina, 0, 0, @
1945-10-26, Detroit Mercy, Drake, 19, 14, vs
1945-10-26, Miami (FL), Miami (OH), 27, 13, vs
1945-10-26, Saint Louis, Olathe Navy, 19, 13, @
1945-10-27, (6) Alabama, Georgia, 28, 14, vs
1945-10-27, Arkansas, Mississippi, 19, 0, N
1945-10-27, (1) Army, (19) Duke, 48, 13, vs
1945-10-27, Bucknell, Lafayette, 26, 2, @
1945-10-27, California, Nevada, 19, 6, vs
1945-10-27, Catawba College, Richmond, 21, 7, vs
1945-10-27, Cincinnati, Kentucky, 16, 7, vs
1945-10-27, (11) Columbia, Brown, 27, 6, vs
1945-10-27, Dartmouth, Syracuse, 8, 0, @
1945-10-27, Denver, Utah State, 41, 6, vs
1945-10-27, Florida, Louisiana, 45, 0, vs
1945-10-27, Georgia Tech, Auburn, 20, 7, vs
1945-10-27, Great Lakes Navy, Western Michigan, 39, 0, @
1945-10-27, Harvard, Coast Guard, 25, 0, vs
1945-10-27, (15) Holy Cross, Colgate, 21, 0, vs
1945-10-27, (8) Indiana, (14) Tulsa, 7, 2, vs
1945-10-27, Kansas, Wichita State, 13, 0, @
1945-10-27, (13) Louisiana State, Vanderbilt, 39, 7, vs
1945-10-27, Marquette, Michigan State, 13, 13, @
1945-10-27, Maryland, West Virginia, 13, 13, @
1945-10-27, Merchant Marine, Boston College, 33, 20, @
1945-10-27, (16) Michigan, Illinois, 19, 0, @
1945-10-27, Missouri, Nebraska, 19, 0, vs
1945-10-27, (3) Navy, (7) Pennsylvania, 14, 7, @
1945-10-27, New York University, Brooklyn, 13, 6, vs
1945-10-27, North Carolina State, William & Mary, 20, 6, vs
1945-10-27, Northwestern, (4) Purdue, 26, 14, vs
1945-10-27, (2) Notre Dame, Iowa, 56, 0, vs
1945-10-27, (12) Ohio State, (5) Minnesota, 20, 7, @
1945-10-27, Oklahoma, Kansas State, 41, 13, @
1945-10-27, (17) Oklahoma State, Texas Christian, 25, 12, @
1945-10-27, Presbyterian, Camp Mackall, 34, 20, vs
1945-10-27, Princeton, Rutgers, 14, 6, vs
1945-10-27, Rice, (9) Texas, 7, 6, @
1945-10-27, Temple, Pittsburgh, 6, 0, @
1945-10-27, Tennessee, Villanova, 33, 2, vs
1945-10-27, Texas A&M, Baylor, 19, 13, vs
1945-10-27, Texas Tech, West Texas State, 12, 6, vs
1945-10-27, Tulane, Southern Methodist, 19, 7, vs
1945-10-27, UCLA, Oregon, 12, 0, vs
1945-10-27, Utah, Colorado State, 28, 0, @
1945-10-27, Virginia, Virginia Tech, 31, 13, N
1945-10-27, Washington, (20) Southern California, 13, 7, vs
1945-10-27, Washington State, Idaho, 21, 0, @
1945-10-27, Yale, Cornell, 18, 7, vs
1945-11-01, West Texas State, Dalhart Field, 21, 9, vs
1945-11-02, Miami (FL), Clemson, 7, 6, vs
1945-11-03, (4) Alabama, Kentucky, 60, 19, @
1945-11-03, (1) Army, Villanova, 54, 0, vs
1945-11-03, Auburn, Florida, 19, 0, vs
1945-11-03, Baylor, Southwestern (TX), 19, 0, vs
1945-11-03, Brown, Coast Guard, 33, 6, vs
1945-11-03, Colorado State, Northern Colorado, 25, 14, vs
1945-11-03, (12) Columbia, Cornell, 34, 26, vs
1945-11-03, Drake, Saint Louis, 25, 0, @
1945-11-03, (18) Duke, Georgia Tech, 14, 6, @
1945-11-03, Great Lakes Navy, Illinois, 12, 6, @
1945-11-03, (5) Indiana, Cornell College, 46, 6, vs
1945-11-03, Iowa State, Kansas State, 40, 13, vs
1945-11-03, (17) Louisiana State, Mississippi, 32, 13, vs
1945-11-03, Marquette, Detroit Mercy, 32, 14, vs
1945-11-03, (10) Michigan, (16) Minnesota, 26, 0, vs
1945-11-03, Michigan State, Missouri, 14, 7, vs
1945-11-03, Nebraska, Kansas, 27, 13, vs
1945-11-03, New Mexico, Colorado, 12, 6, vs
1945-11-03, North Carolina State, Virginia Tech, 6, 0, vs
1945-11-03, (2) Notre Dame, (3) Navy, 6, 6, N
1945-11-03, (6) Ohio State, (20) Northwestern, 16, 14, vs
1945-11-03, Oregon State, Idaho, 34, 0, vs
1945-11-03, Penn State, Syracuse, 26, 0, vs
1945-11-03, (7) Pennsylvania, Princeton, 28, 0, vs
1945-11-03, (13) Purdue, Pittsburgh, 28, 0, vs
1945-11-03, Rice, Texas Tech, 13, 0, vs
1945-11-03, Richmond, Oceana NAS, 28, 12, vs
1945-11-03, Rochester, New York University, 19, 3, @
1945-11-03, (8) Saint Mary's (CA), Southern California, 26, 0, @
1945-11-03, Temple, Lafayette, 20, 0, vs
1945-11-03, Tennessee, North Carolina, 20, 6, vs
1945-11-03, Texas, Southern Methodist, 12, 7, @
1945-11-03, Texas A&M, Arkansas, 34, 0, @
1945-11-03, Texas Christian, (14) Oklahoma, 13, 7, @
1945-11-03, Tulane, (15) Mississippi State, 14, 13, vs
1945-11-03, Utah, Denver, 33, 21, vs
1945-11-03, Utah State, Idaho Marines, 52, 0, @
1945-11-03, Virginia, West Virginia, 13, 7, N
1945-11-03, Virginia Military Institute, Vanderbilt, 27, 13, @
1945-11-03, Wake Forest, Presbyterian, 53, 0, vs
1945-11-03, (18) Washington, Oregon, 7, 0, @
1945-11-03, Washington State, California, 7, 7, @
1945-11-03, Wichita State, Pittsburg State, 40, 9, @
1945-11-03, William & Mary, Maryland, 33, 14, @
1945-11-03, Wisconsin, Iowa, 27, 7, @
1945-11-03, Yale, Dartmouth, 6, 0, vs
1945-11-04, Georgia, Chattanooga, 34, 7, @
1945-11-04, (11) Holy Cross, New London Submarine Base, 20, 6, vs
1945-11-09, South Carolina, Miami (FL), 13, 13, @
1945-11-10, (1) Army, (2) Notre Dame, 48, 0, vs
1945-11-10, Auburn, Louisiana, 52, 0, vs
1945-11-10, Brown, Yale, 20, 7, @
1945-11-10, Chattanooga, Vanderbilt, 13, 6, @
1945-11-10, Clemson, Virginia Tech, 35, 0, vs
1945-11-10, Colorado, Utah State, 14, 7, vs
1945-11-10, Colorado College, Northern Colorado, 42, 13, vs
1945-11-10, Cornell, Colgate, 20, 6, vs
1945-11-10, Dartmouth, Princeton, 13, 13, @
1945-11-10, Denver, Colorado State, 35, 12, vs
1945-11-10, Detroit Mercy, Cincinnati, 20, 0, vs
1945-11-10, Drake, Northern Iowa, 53, 6, vs
1945-11-10, (16) Duke, North Carolina State, 26, 13, vs
1945-11-10, Farragut Navy, Idaho, 14, 6, vs
1945-11-10, Georgia, Florida, 34, 0, N
1945-11-10, Georgia Tech, Tulane, 41, 7, @
1945-11-10, Great Lakes Navy, Michigan State, 27, 7, @
1945-11-10, Harvard, Merchant Marine, 28, 7, vs
1945-11-10, Illinois, Iowa, 48, 7, vs
1945-11-10, (6) Indiana, (20) Minnesota, 49, 0, @
1945-11-10, Kentucky, West Virginia, 19, 6, @
1945-11-10, Marquette, Kansas, 26, 0, vs
1945-11-10, Maryland, Virginia Military Institute, 38, 0, vs
1945-11-10, Mississippi State, (14) Louisiana State, 27, 20, @
1945-11-10, (4) Navy, (7) Michigan, 33, 7, vs
1945-11-10, Nebraska, Kansas State, 24, 0, @
1945-11-10, New York University, Lehigh, 19, 0, vs
1945-11-10, North Carolina, William & Mary, 6, 0, N
1945-11-10, Northwestern, Wisconsin, 28, 14, @
1945-11-10, (8) Ohio State, Pittsburgh, 14, 0, @
1945-11-10, Oklahoma, Iowa State, 14, 7, vs
1945-11-10, (11) Oklahoma State, (19) Tulsa, 12, 6, vs
1945-11-10, Oregon State, (18) Washington, 7, 6, @
1945-11-10, Penn State, Temple, 27, 0, vs
1945-11-10, (9) Pennsylvania, (10) Columbia, 32, 7, vs
1945-11-10, (12) Purdue, Miami (OH), 21, 7, vs
1945-11-10, Rice, Arkansas, 26, 7, vs
1945-11-10, Rutgers, Lafayette, 32, 14, @
1945-11-10, (5) Saint Mary's (CA), Fresno State, 32, 6, vs
1945-11-10, Southern California, California, 14, 0, vs
1945-11-10, Tennessee, Mississippi, 34, 0, N
1945-11-10, (17) Texas, Baylor, 21, 14, vs
1945-11-10, Texas A&M, Southern Methodist, 3, 0, vs
1945-11-10, Texas Tech, Texas Christian, 12, 0, vs
1945-11-10, Utah, New Mexico, 21, 20, @
1945-11-10, Villanova, Boston College, 41, 0, vs
1945-11-10, Washington State, Oregon, 20, 13, vs
1945-11-10, Wichita State, Kearney Field, 34, 6, vs
1945-11-11, (13) Holy Cross, Coast Guard, 39, 6, vs
1945-11-11, Saint Louis, Fort Riley, 14, 7, @
1945-11-11, (15) Virginia, Richmond, 45, 0, vs
1945-11-16, Miami (FL), North Carolina State, 21, 7, vs
1945-11-17, (3) Alabama, Vanderbilt, 71, 0, @
1945-11-17, (1) Army, (6) Pennsylvania, 61, 0, @
1945-11-17, Atlantic City NAS, Lafayette, 12, 7, @
1945-11-17, Boston College, Scranton, 12, 0, vs
1945-11-17, Catawba College, Virginia Military Institute, 14, 7, @
1945-11-17, Chattanooga, Murray State, 28, 12, vs
1945-11-17, Clemson, Tulane, 47, 20, @
1945-11-17, Colgate, Syracuse, 7, 6, @
1945-11-17, Colorado College, West Texas State, 20, 19, @
1945-11-17, Columbia, Princeton, 32, 7, @
1945-11-17, Cornell, Dartmouth, 20, 13, @
1945-11-17, Florida, Presbyterian, 41, 0, vs
1945-11-17, Georgia, Auburn, 35, 0, N
1945-11-17, Great Lakes Navy, Fort Warren, 47, 14, vs
1945-11-17, Harvard, Brown, 14, 7, vs
1945-11-17, (4) Indiana, Pittsburgh, 19, 0, @
1945-11-17, Iowa, Minnesota, 20, 19, vs
1945-11-17, Iowa State, Drake, 8, 6, @
1945-11-17, Kansas, Kansas State, 27, 0, vs
1945-11-17, Louisiana State, Georgia Tech, 9, 7, @
1945-11-17, Marquette, Kentucky, 19, 13, @
1945-11-17, (14) Michigan, (11) Purdue, 27, 13, vs
1945-11-17, Michigan State, (12) Penn State, 33, 0, vs
1945-11-17, (16) Mississippi State, Northwestern State, 54, 0, vs
1945-11-17, Missouri, (14) Oklahoma, 14, 6, vs
1945-11-17, (2) Navy, Wisconsin, 36, 7, vs
1945-11-17, Nebraska, South Dakota, 53, 0, vs
1945-11-17, (7) Notre Dame, Northwestern, 34, 7, @
1945-11-17, Ohio, West Virginia, 14, 0, @
1945-11-17, (9) Ohio State, Illinois, 27, 2, vs
1945-11-17, (8) Oklahoma State, Texas Tech, 46, 6, vs
1945-11-17, Oregon, California, 20, 13, @
1945-11-17, Rice, Texas A&M, 6, 0, vs
1945-11-17, Rutgers, New York University, 13, 7, vs
1945-11-17, Southern Methodist, Arkansas, 21, 0, vs
1945-11-17, Temple, (10) Holy Cross, 14, 6, @
1945-11-17, (17) Texas, Texas Christian, 20, 0, vs
1945-11-17, (19) Tulsa, Baylor, 26, 7, @
1945-11-17, UCLA, (5) Saint Mary's (CA), 13, 7, vs
1945-11-17, (13) Virginia, Oceana NAS, 40, 0, vs
1945-11-17, Virginia Tech, Richmond, 44, 6, vs
1945-11-17, Wake Forest, North Carolina, 14, 13, @
1945-11-17, Washington, Idaho, 12, 0, vs
1945-11-17, Washington State, Oregon State, 13, 6, @
1945-11-17, William & Mary, Merchant Marine, 25, 7, vs
1945-11-17, Yale, Coast Guard, 41, 6, vs
1945-11-18, Detroit Mercy, Saint Louis, 27, 0, vs
1945-11-22, Denver, Colorado, 14, 8, vs
1945-11-22, Detroit Mercy, Wayne State, 33, 13, N
1945-11-22, Utah, Utah State, 24, 6, vs
1945-11-22, Virginia Military Institute, Virginia Tech, 7, 0, N
1945-11-22, Wake Forest, South Carolina, 13, 13, N
1945-11-22, Wichita State, Drake, 19, 13, vs
1945-11-22, William & Mary, Richmond, 33, 0, @
1945-11-23, Miami (FL), Michigan State, 21, 7, vs
1945-11-23, (17) Tulsa, Arkansas, 45, 13, vs
1945-11-24, (3) Alabama, Pensacola NAS, 55, 6, vs
1945-11-24, Auburn, Louisiana Tech, 29, 0, vs
1945-11-24, California, (12) UCLA, 6, 0, vs
1945-11-24, Clemson, Georgia Tech, 21, 7, @
1945-11-24, Colgate, Brown, 6, 6, @
1945-11-24, Colorado State, Colorado College, 7, 7, @
1945-11-24, Columbia, Dartmouth, 21, 0, vs
1945-11-24, (15) Duke, North Carolina, 14, 7, vs
1945-11-24, Harvard, Boston University, 60, 0, vs
1945-11-24, (4) Indiana, (18) Purdue, 26, 0, vs
1945-11-24, Lafayette, Lehigh, 7, 0, @
1945-11-24, Marquette, Saint Louis, 40, 6, vs
1945-11-24, Maryland, (13) Virginia, 19, 13, N
1945-11-24, Merchant Marine, Brooklyn, 58, 6, vs
1945-11-24, (8) Michigan, (7) Ohio State, 7, 3, vs
1945-11-24, Mississippi, (20) Mississippi State, 7, 6, @
1945-11-24, (16) Missouri, Kansas, 33, 12, N
1945-11-24, Nebraska, Iowa, 13, 6, vs
1945-11-24, Northwestern, Illinois, 13, 7, vs
1945-11-24, (5) Notre Dame, Tulane, 32, 6, @
1945-11-24, (6) Oklahoma State, Oklahoma, 47, 0, @
